35.67937817704266,-3.9819122341669604,3.5118440750989013|0.45|0,101.63914957777335,0
62.72464455890015,-3.2389272554427713,2.7320104491028867|0.45|0,104.15273982974826,0
73.89528339952506,-3.8956566554238936,13.746874091558892|0.6950000000000002|0,302.42234137523275,0
27.065639604531746,-2.5467917292495166,5.30517992551656|0.45|0,42.06350438689883,0
36.46723670627238,-4,30.43539659976186|0.45|0,200.21978241848583,0
2.3490942200021436,-3.987856527256522,50.51382404345607|0.45|0,93.87594292099908,0
36.35587718664462,-3.9372741660532746,62.639077947561475|0.45|0,323.7115330587414,0
28.775469548527163,-3.4905021519303716,64.022011051088|0.45|0,334.62353603247027,0
44.0999892115732,-3.6080148610975673,39.52234135977902|0.6290000000000001|0,45.85501009893716,0
69.49001711641773,-3.4382435481625437,76.07179804628731|0.6129999999999997|0,0,0
