20,-2.3,12|1|0,0,0
20,-2.3,12|1|0,0,0
15.946472122174772,-2.282352924346924,10.966299750550974|1|0,129.49259819610958,0
18.557728127115983,-2.8235292434692383,37.71392974195971|1|0,266.26582753175705,0
20.47155314102438,-3.5999999046325666,71.4461713805463|1|0,58.00706072922373,0
15.479872772449069,-2.8235292434692383,37.95443605806552|1|0,273.8445507067131,0
55.990436856992815,-2,39.66610723318214|1|0,249.04852955683182,0
52.70056017373122,-2,41.01344071353769|1|0,238.59046776383803,0
57.976895622498844,-3.2862744331359863,68.91791405160804|1|0,105.87465740355535,0
64.45498428591519,-3.2862744331359863,68.67806052287729|1|0,220.4040453047005,0
59.212645002305734,-2.282352924346924,8.757660378690733|1|0,122.24141854994073,0
58.999209242470016,-2.282352924346924,10.006154431016387|1|0,134.43491586089726,0
57.32714632530306,-2.282352924346924,11.18503657093845|1|0,136.32773260966155,0
57.63768264225379,-2.282352924346924,12.416750997583588|1|0,39.11219258775954,0
-1.1519181904128521,-3.560784339904785,3.307585368189801|1|0,139.51651793580203,0
21.379535977840064,-2.8235292434692383,37.88652861411848|1|0,213.9200074417704,0
