18.32549583261326,-3.567896845363179,2.7218629751145933|0.1|0,236.71582044017836,0
55.41520363333065,-3.3844743727041298,2.406549721754506|0.1|0,129.7405421497594,0
77.58696106917367,-3.8931775649155433,19.7486369665747|0.1|0,124.6406145627435,0
33.9814817143277,-2.6870795085285977,10.94318946715335|0.1|0,301.92251372384754,0
42.817051052638895,-4.0000000000000036,29.986320290044517|0.1|0,337.1986712147956,0
2.3490942200021436,-3.987856527256522,50.51382404345607|0.1|0,93.87594292099908,0
42.992040548099375,-3.9312758016860343,38.4209588859016|0.1|0,61.85501009893716,0
77.52496825884025,-3.957737208383257,62.87093014928567|0.1|0,145.06301215003248,0
42.52166106800175,-3.992156744003296,76.76463574503374|0.1|0,70.74041123112511,0
36.35587718664462,-3.9372741660532746,62.639077947561475|0.1|0,323.7115330587414,0
2.450539433806675,-3.9022676385055632,61.825912616617714|0.1|0,337.6234960814665,0
28.775469548527163,-3.4905021519303716,64.022011051088|0.1|0,334.62353603247027,0
