13.912081058927917,-1.534994506724618,32.22054279031594|0.1|0,133.55487582824637,0
18.803695058944733,-1.2065294024003763,28.844919980568978|0.1|0,183.19512101790426,0
24.459888206392545,-0.4061197869381552,28.36521928598785|0.1|0,269.37929052441547,0
22.11784140070468,-1.9165031561080665,26.634862657713462|0.1|0,217.71120011753908,0
18.06821088270991,-2.542117116432782,26.88314525783703|0.1|0,106.61387866379529,0
14.114875901218005,-2.5393231343151035,29.728531315696888|0.1|0,12.91677262375198,0
12.832808937753823,-3.3354404926969097,28.889378516941782|0.1|0,346.5309100421893,0
17.236017471384805,-0.7671614398142322,30.569073297396418|0.1|0,139.45769491674122,0
9.541349214466912,-4.043325158255354,30.00805202535262|0.1|0,27.067594489947375,0
11.020353192984075,-4.451077680173859,26.479026804486868|0.1|0,148.39217792318024,0
14.733168542785126,-3.640919976518549,26.465483004487705|0.1|0,68.15554442274446,0
16.553947336584173,-2.813933961968096,27.276091876675697|0.1|0,278.0024075197141,0
21.291457722411295,-2.209060405562287,26.375195433177694|0.1|0,324.2599758113852,0
25.11268138442361,-2.3949324875914693,25.62365586928371|0.1|0,46.114726726374386,0
25.881440795403407,-2.410420674539674,25.50171353277569|0.1|0,195.46721789324133,0
29.229975128275836,-1.118522100105749,27.34888428684419|0.1|0,250.7195990620028,0
27.56193131918194,-0.844407902986859,27.698379882442094|0.1|0,155.55191530729869,0
27.56193131918194,-0.844407902986859,27.698379882442094|0.1|0,1.8897714099528606,0
80.62577360886883,7.091899509611359,56.633937729115274|0.1|0,240.65417032397747,0
80.72132446967123,7.061659449363585,56.352416977707826|0.1|0,319.91286855509526,0
80.8281157416617,6.892761411115491,56.3355045223537|0.1|0,1.374247331570313,0
80.81630474559353,6.80212743927356,56.28049180000614|0.1|0,216.03208681503045,0
9.824790120045535,-3.934904985539613,30.140400881808308|0.1|0,303.0023848762112,0
17.12445979912304,-2.982442520186761,26.579156127132855|0.1|0,98.61877588724239,0
19.872968708362134,-3.305302184797644,24.98268224689625|0.1|0,287.00968399174565,0
22.576421894204344,-3.5014945618763837,23.992183107772238|0.1|0,95.8346760109438,0
25.446574224217493,-3.5515747504636233,23.595712128838365|0.1|0,344.44827264629976,0
27.663355185727955,-3.5385232098999895,23.438971190766818|0.1|0,349.99631661631685,0
65.83337836005843,17.52948157933356,152.19533111102893|0.1|0,210.61410734867434,0
2.8626785219115387,-4.864677886981663,34.18039343583112|0.1|0,328.9914598300187,0
12.088671113123311,-1.7434500614402408,35.49449223645266|0.1|0,320.774937725845,0
20.494494572676928,0.4967788141777256,30.709493841701168|0.1|0,144.00439290496558,0
6.340338265687698,-4.789750872816109,30.21836408144177|0.1|0,150.9974190754732,0
8.241920085570264,-3.7881160527186832,38.85649190842416|0.1|0,50.75039337110979,0
4.123659323465278,-4.980602460220455,44.63223885067286|0.1|0,183.2771359050268,0
10.817733182010759,-2.4605808056379868,39.89986910098693|0.1|0,8.269943012763532,0
11.649403735983705,-4.011951827995418,54.09012588323484|0.1|0,88.26110134233089,0
