12.035695217545973,-2.3042026705648357,9.381480694084075|0.7660000000000011|0,459.883488420219,0
12.212856473586305,-2.3003697719891893,9.934452805867096|0.8109999999999998|0,174.5755651209968,0
14.607357095337976,-2.282352924346924,13.341206746244023|0.7099999999999997|0,114.91306321194185,0
66.576261331162,-2.290726735255556,15.587010582902217|0.8039999999999995|0,377.1349252687159,0
54.50863893308174,-2.2823529243469243,15.696471782446556|0.7229999999999996|0,209.16573569001736,0
52.08337372344736,-2.282352924346924,7.018475899450166|0.8889999999999999|0,158.933840753312,0
17.88373014129899,-2.823529243469238,40.022162685938106|1.008999999999999|0,203.48864387674317,0
14.1,-2.8336843055465613,34.25770490641868|0.5599999999999996|0,99.68545475978311,0
55.50942853429785,-2,44.403131023868134|0.7229999999999998|0,209,0
54.622047017196635,-2,44.44953098263462|0.5899999999999996|0,-82,0
14.22372336678436,-3.6130403592000064,64.08433548588734|0.8159999999999998|0,-41,0
